Employee_ID,Age,Gender,Marital_Status,Department,Job_Role,Job_Level,Monthly_Income,Hourly_Rate,Years_at_Company,Years_in_Current_Role,Years_Since_Last_Promotion,Work_Life_Balance,Job_Satisfaction,Performance_Rating,Training_Hours_Last_Year,Overtime,Project_Count,Average_Hours_Worked_Per_Week,Absenteeism,Work_Environment_Satisfaction,Relationship_with_Manager,Job_Involvement,Distance_From_Home,Number_of_Companies_Worked,Attrition
5909,33,Male,Married,Finance,Analyst,3,5872,23,12,13,0,3,5,3,21,No,1,32,9,3,1,3,7,2,No
5051,22,Female,Divorced,Finance,Executive,3,13911,49,25,5,2,2,3,3,41,Yes,2,47,9,3,1,1,36,1,No
6329,37,Female,Divorced,IT,Assistant,5,18344,98,14,2,4,2,5,3,98,No,8,51,10,4,3,3,38,3,Yes
9734,54,Male,Divorced,HR,Manager,3,14032,59,14,3,3,3,3,1,42,Yes,3,41,8,1,1,4,26,2,No
1692,25,Female,Divorced,IT,Analyst,5,18724,50,22,8,9,2,2,4,54,Yes,4,36,2,4,4,4,30,3,No
674,20,Female,Married,Finance,Executive,4,11505,24,14,3,1,1,5,4,22,Yes,5,44,19,1,3,2,4,4,No
5573,59,Female,Married,Sales,Analyst,5,19181,15,9,5,9,2,3,2,17,Yes,8,37,16,3,1,3,10,2,No
5767,20,Female,Married,Marketing,Assistant,2,6305,39,12,13,7,1,1,4,60,No,8,31,10,3,3,2,11,1,No
5157,34,Female,Single,Marketing,Assistant,4,3984,23,27,11,5,4,5,4,82,Yes,1,45,16,3,2,3,48,2,No
734,40,Female,Divorced,Marketing,Analyst,2,15515,17,9,9,6,4,5,2,32,No,7,39,15,4,3,2,1,4,No
3527,28,Male,Divorced,Marketing,Assistant,5,18794,97,7,6,0,3,4,4,6,Yes,7,42,7,2,3,2,20,2,No
569,25,Female,Single,Sales,Analyst,1,5266,82,15,14,1,4,3,1,3,No,5,31,9,1,2,2,15,2,No
9188,23,Female,Divorced,Marketing,Executive,4,3625,32,6,5,9,1,5,4,44,Yes,9,43,7,1,1,3,36,2,No
2923,55,Female,Single,Finance,Analyst,3,15028,87,5,6,6,2,5,3,1,No,1,37,14,4,4,4,8,2,Yes
7912,30,Female,Single,Sales,Executive,5,4817,75,16,12,3,2,5,3,66,Yes,1,41,7,1,2,1,27,3,No
1559,34,Female,Divorced,HR,Assistant,3,8825,79,7,7,6,4,4,3,26,No,6,40,8,2,4,2,12,4,No
102,43,Male,Single,HR,Analyst,4,16196,60,10,9,4,2,4,4,76,Yes,3,51,9,4,2,1,4,2,No
3008,50,Female,Single,HR,Executive,5,3717,54,29,14,4,1,3,2,28,Yes,4,35,5,1,4,1,35,1,No
7202,24,Female,Married,Marketing,Assistant,2,7582,88,7,1,5,4,5,3,94,No,6,47,6,4,2,2,37,4,No
304,40,Male,Single,IT,Assistant,1,16180,41,7,2,7,1,2,1,69,No,6,54,2,1,2,4,5,4,No
77,34,Female,Divorced,Sales,Manager,3,6843,63,1,12,9,2,1,2,11,No,5,41,2,2,3,3,23,3,No
6755,22,Male,Single,Finance,Executive,4,6101,45,22,7,1,4,1,2,13,Yes,9,49,3,2,2,3,13,1,No
8630,50,Male,Single,Sales,Assistant,3,11096,20,5,7,4,4,3,4,93,Yes,2,31,4,3,4,1,30,2,No
1209,52,Female,Divorced,HR,Assistant,5,9114,26,11,13,6,4,2,3,36,No,1,56,16,4,4,3,34,3,No
7743,47,Female,Married,IT,Manager,5,12458,39,2,14,6,2,1,1,17,No,9,46,3,3,1,2,31,3,No
8215,41,Female,Divorced,Sales,Analyst,3,12926,72,1,14,9,3,5,3,45,No,5,55,8,1,3,4,49,2,Yes
8945,53,Male,Divorced,Sales,Manager,1,8231,93,9,4,1,1,2,1,57,No,1,43,0,2,1,1,40,2,No
8414,21,Male,Married,Sales,Assistant,1,14473,50,4,4,6,4,1,3,13,No,6,46,11,4,4,2,21,3,Yes
1776,53,Female,Divorced,HR,Analyst,4,17300,39,4,13,0,4,1,1,16,No,4,57,3,1,1,4,16,1,No
3474,32,Male,Divorced,Finance,Assistant,4,19493,99,22,7,2,2,2,4,75,Yes,4,32,10,4,1,4,9,4,No
484,44,Female,Single,Marketing,Assistant,3,9920,83,25,2,7,4,5,4,94,Yes,7,41,0,2,1,4,4,2,Yes
2190,26,Male,Married,Sales,Manager,1,19674,20,18,5,9,3,2,1,31,Yes,5,35,18,4,3,1,3,3,Yes
347,42,Male,Divorced,Sales,Analyst,1,14539,76,9,3,5,1,1,2,28,Yes,8,53,8,1,2,3,42,4,No
5482,51,Female,Divorced,IT,Manager,4,14724,42,5,12,2,4,1,3,93,Yes,1,30,19,3,4,3,45,3,No
8362,21,Female,Married,HR,Analyst,5,6082,34,2,12,9,4,4,4,81,Yes,1,33,11,2,4,4,34,2,No
1473,39,Female,Single,HR,Executive,4,3761,18,19,1,4,1,2,2,21,No,1,52,18,1,2,1,12,4,No
5101,47,Male,Single,Marketing,Assistant,3,13932,75,14,1,0,4,2,1,77,No,9,35,9,4,4,3,39,4,No
6766,23,Female,Divorced,IT,Assistant,4,7644,53,4,12,4,1,1,3,35,No,9,59,16,2,1,3,47,3,No
8707,47,Male,Single,Finance,Assistant,2,11694,87,19,2,0,4,1,3,84,No,3,38,11,1,3,1,17,1,Yes
4930,36,Female,Divorced,Finance,Assistant,3,12922,39,18,9,9,2,2,1,88,Yes,1,46,9,3,2,1,16,2,Yes
6330,43,Female,Divorced,IT,Executive,3,9174,47,3,6,2,4,2,1,66,No,2,56,0,4,2,3,22,3,Yes
2610,21,Male,Married,Marketing,Analyst,1,10193,22,11,11,4,2,1,3,87,Yes,4,55,7,4,4,4,12,1,Yes
4,27,Female,Divorced,HR,Manager,4,18707,28,12,9,1,1,1,2,4,No,9,53,2,3,4,1,46,2,No
2214,37,Male,Married,Finance,Assistant,5,6861,22,9,6,7,4,5,2,70,No,8,30,3,4,1,4,11,4,No
4828,57,Female,Married,Marketing,Assistant,4,9081,44,19,5,7,4,3,2,39,No,7,46,9,3,4,3,34,2,No
857,32,Male,Divorced,Finance,Assistant,2,18278,35,20,2,0,1,3,3,20,No,2,57,7,4,1,2,29,4,Yes
6978,44,Male,Married,Marketing,Analyst,5,3789,83,18,8,9,4,4,1,59,No,6,51,4,1,1,1,42,1,Yes
5886,37,Male,Divorced,HR,Assistant,4,8723,97,28,2,9,2,1,2,28,Yes,1,50,6,4,1,2,21,2,No
625,52,Female,Single,HR,Assistant,2,19148,50,14,3,0,2,5,4,46,No,7,53,9,3,1,3,44,3,No
291,54,Male,Divorced,Marketing,Manager,2,18064,57,20,2,6,1,2,4,76,Yes,3,50,18,2,2,1,31,2,No
2019,25,Male,Divorced,Sales,Manager,2,7666,35,25,9,2,3,3,3,98,No,5,42,5,3,4,2,21,4,No
669,58,Female,Married,IT,Analyst,1,3822,20,17,7,7,4,4,1,5,No,9,53,5,2,4,4,13,2,Yes
8922,50,Male,Married,Marketing,Executive,1,14343,62,8,12,9,1,4,2,76,No,2,51,10,1,3,1,17,1,No
8265,55,Male,Divorced,Finance,Assistant,5,5378,67,13,1,6,1,2,4,69,No,7,58,5,4,4,1,7,1,Yes
9697,51,Male,Divorced,Finance,Executive,1,14085,33,19,12,2,4,4,1,47,No,9,56,8,2,4,4,5,2,No
1632,27,Female,Divorced,Marketing,Assistant,3,8091,47,5,1,9,4,3,3,94,Yes,2,50,19,3,1,1,38,3,Yes
5171,28,Male,Divorced,Sales,Analyst,5,14714,28,13,2,2,2,3,2,81,Yes,8,39,1,4,1,1,48,3,No
7206,51,Male,Married,Sales,Manager,4,4767,58,11,6,5,1,3,1,79,Yes,3,57,9,2,1,3,9,1,No
2523,25,Male,Married,Marketing,Analyst,3,9864,85,14,7,1,3,3,1,96,No,3,59,19,4,1,4,45,4,No
2216,51,Male,Single,Sales,Executive,3,4112,87,26,2,2,3,3,4,19,Yes,6,54,2,4,4,3,17,4,No
6969,50,Female,Single,Marketing,Executive,4,16654,35,23,4,4,4,2,2,63,No,1,41,14,4,3,4,49,2,No
6497,23,Male,Single,IT,Executive,2,3053,41,20,7,8,4,2,1,52,Yes,5,47,11,4,3,3,38,4,No
6214,28,Male,Married,Finance,Executive,1,15709,53,12,14,7,2,4,1,83,Yes,4,34,9,1,4,1,10,3,No
7033,20,Male,Divorced,HR,Manager,4,7236,80,11,8,8,2,1,3,92,No,5,45,5,2,3,1,31,2,No
7421,41,Female,Single,Sales,Manager,3,11078,81,9,11,5,3,1,4,50,No,1,43,5,4,3,1,44,3,No
1108,56,Male,Single,Sales,Analyst,3,13297,40,27,5,2,4,4,3,90,Yes,1,38,10,2,4,4,43,2,No
451,36,Female,Divorced,HR,Manager,2,9609,52,1,13,5,1,1,1,17,No,9,54,11,2,2,2,35,4,No
6290,25,Male,Divorced,IT,Manager,1,3393,54,28,3,5,4,5,3,55,No,4,58,3,2,3,1,36,1,No
9967,49,Male,Married,Marketing,Analyst,5,15187,83,28,7,6,3,5,4,11,Yes,7,45,4,2,3,2,10,3,No
136,32,Male,Single,HR,Analyst,2,6388,81,26,6,2,1,3,2,62,Yes,3,43,18,4,1,3,12,2,No
1786,27,Male,Married,IT,Manager,3,6934,59,9,6,5,3,5,3,69,Yes,5,48,18,4,1,2,28,2,No
3405,51,Female,Divorced,IT,Manager,5,13151,37,2,14,4,4,2,1,15,No,2,31,14,1,3,3,45,4,No
2907,58,Female,Divorced,Marketing,Executive,3,8545,38,29,7,5,3,3,1,99,No,4,33,6,3,1,3,39,3,No
8305,57,Male,Divorced,IT,Manager,5,18452,64,3,5,4,1,1,4,5,No,5,51,11,1,4,2,46,1,No
7493,43,Male,Single,HR,Executive,4,4646,55,15,13,0,2,4,1,69,No,4,41,9,3,1,1,12,3,No
6101,34,Male,Married,Sales,Assistant,3,8139,85,20,14,1,1,1,4,41,No,3,40,7,4,2,1,27,4,No
4505,44,Female,Divorced,IT,Assistant,5,19726,93,29,1,9,2,1,2,25,No,4,55,2,3,1,1,31,4,Yes
5054,35,Male,Divorced,IT,Manager,2,10042,51,18,7,9,3,4,1,29,No,1,48,9,4,4,1,33,1,No
5206,22,Female,Single,Marketing,Analyst,2,18369,42,23,12,0,3,4,2,80,No,8,37,14,1,2,3,48,4,Yes
4081,33,Female,Married,IT,Executive,1,4513,63,22,4,9,1,5,2,8,No,1,49,18,1,2,4,43,2,No
6919,40,Male,Married,HR,Analyst,4,12363,38,19,13,9,2,3,4,4,Yes,1,57,3,4,4,4,31,2,Yes
6803,54,Male,Single,HR,Manager,2,8106,78,9,13,7,1,5,3,31,No,3,50,10,1,2,1,45,3,No
5207,54,Male,Divorced,IT,Assistant,4,19698,19,23,5,6,3,2,3,75,No,7,42,9,2,2,3,44,4,No
533,24,Female,Single,Marketing,Manager,1,14738,64,6,13,5,3,5,3,30,Yes,8,30,11,3,4,1,32,1,No
4831,48,Female,Married,HR,Analyst,2,7536,72,27,7,0,3,5,4,71,Yes,8,58,0,2,4,1,24,2,No
4039,52,Female,Single,HR,Analyst,2,13448,22,5,5,9,1,3,2,29,No,5,52,17,3,3,3,22,2,No
4085,21,Male,Married,HR,Analyst,1,11411,40,11,8,1,4,1,1,95,No,5,32,6,1,4,3,2,2,No
3205,53,Female,Married,HR,Manager,5,8825,52,9,7,3,3,4,2,78,No,2,40,11,2,2,1,21,1,Yes
7111,49,Male,Married,Marketing,Assistant,4,12172,43,6,13,2,3,1,4,64,No,3,32,9,1,1,2,25,2,No
331,43,Female,Married,HR,Assistant,5,5250,29,23,10,2,4,2,3,75,No,4,52,11,1,1,2,31,2,Yes
4958,48,Male,Divorced,HR,Analyst,4,10381,60,23,4,8,1,1,1,50,No,7,48,9,4,4,1,36,3,No
3034,56,Female,Divorced,Finance,Analyst,2,3121,56,26,5,8,4,2,1,30,Yes,8,43,18,3,2,2,25,2,Yes
7685,52,Male,Married,Marketing,Analyst,2,12457,29,5,10,4,3,2,3,87,No,2,42,14,4,3,4,13,1,No
1598,47,Male,Single,Finance,Manager,1,18773,88,3,3,0,1,2,1,65,Yes,7,37,11,2,3,1,19,1,Yes
9920,52,Male,Single,Finance,Manager,5,16635,49,18,5,4,3,3,4,67,Yes,8,59,17,4,1,4,1,3,Yes
3598,24,Male,Married,HR,Analyst,5,14950,57,28,13,3,3,4,2,7,No,5,30,0,3,1,2,49,1,Yes
9039,37,Male,Single,IT,Assistant,1,14268,71,28,13,2,3,3,2,38,Yes,7,43,10,2,3,1,45,3,No
8002,53,Female,Married,HR,Assistant,1,12679,58,3,7,9,2,2,2,21,No,6,52,14,1,3,3,49,3,No
591,51,Female,Divorced,Sales,Manager,2,13616,78,2,10,3,4,1,2,4,No,1,40,2,1,2,1,43,4,Yes
648,22,Female,Single,IT,Analyst,2,12513,65,7,7,8,4,1,4,5,Yes,9,49,4,3,2,4,47,2,Yes
9103,52,Female,Married,HR,Executive,4,11541,85,20,7,8,1,1,3,12,Yes,5,50,19,4,2,1,9,4,No
8016,25,Female,Single,IT,Assistant,2,7534,87,16,3,7,4,1,2,89,Yes,9,42,7,3,4,4,45,1,Yes
3772,52,Female,Married,Marketing,Assistant,2,8520,58,24,14,0,2,5,3,88,Yes,5,44,6,3,3,1,23,1,No
9040,35,Female,Single,HR,Assistant,3,3606,17,10,14,5,2,2,3,20,No,1,49,18,1,3,2,24,2,Yes
5083,29,Female,Single,Sales,Assistant,3,19988,48,7,2,7,1,3,1,80,Yes,8,52,1,1,2,2,40,4,Yes
7883,29,Female,Divorced,Sales,Executive,5,18693,33,19,4,2,4,4,1,90,Yes,2,42,1,3,1,4,41,1,Yes
9363,26,Male,Single,Sales,Executive,5,7943,36,3,13,2,4,3,4,49,No,7,45,13,2,3,3,4,3,No
4211,25,Female,Married,HR,Assistant,3,12516,84,23,11,7,1,5,3,41,No,1,52,18,4,4,4,12,2,Yes
8835,53,Female,Single,Finance,Analyst,3,14109,20,14,11,5,4,2,1,67,Yes,7,54,19,1,4,2,31,1,No
8700,33,Male,Divorced,Sales,Executive,1,19923,23,11,11,5,1,3,3,95,Yes,3,41,4,3,4,3,22,2,No
1796,20,Female,Married,Marketing,Executive,3,10417,58,28,1,6,2,3,4,5,Yes,5,40,0,2,2,3,16,2,No
2587,43,Male,Married,IT,Assistant,1,16010,46,4,9,8,3,2,4,42,No,5,53,13,3,1,2,49,1,Yes
8356,49,Male,Single,Marketing,Manager,2,15802,60,29,4,9,3,2,1,17,No,7,47,15,1,2,3,41,4,No
2317,36,Male,Divorced,IT,Executive,2,18535,58,15,4,8,3,3,1,49,No,3,47,17,4,2,4,41,4,No
4186,40,Female,Divorced,HR,Executive,4,17996,26,8,7,7,1,5,1,16,Yes,6,52,12,3,2,2,32,4,No
8828,35,Male,Divorced,IT,Executive,3,6601,87,26,1,0,3,4,4,84,No,1,31,2,1,4,3,21,1,No
7073,34,Female,Married,Finance,Executive,1,11632,89,21,8,9,1,1,3,11,Yes,8,33,6,1,2,2,5,2,No
5235,58,Female,Married,IT,Manager,5,12597,44,29,12,0,1,2,3,94,No,7,39,15,1,3,2,32,1,No
8744,22,Male,Single,IT,Executive,1,4772,89,26,8,1,3,1,1,14,Yes,5,36,17,3,3,4,9,3,No
8671,43,Male,Married,Finance,Assistant,2,7850,91,9,8,2,4,5,2,49,Yes,3,59,18,3,3,1,15,3,No
4769,39,Male,Married,IT,Executive,4,11431,59,22,7,3,1,1,1,48,No,9,45,19,4,1,3,48,1,Yes
9973,24,Male,Married,Finance,Assistant,1,19852,43,3,8,3,4,3,1,76,Yes,6,43,1,2,1,1,28,2,No
7145,33,Male,Single,Finance,Assistant,2,6796,96,11,11,6,3,3,2,58,Yes,6,46,3,3,2,1,46,3,No
2914,49,Male,Single,HR,Assistant,2,7903,59,23,3,8,1,2,3,49,Yes,6,58,2,1,4,3,40,2,No
9872,40,Female,Divorced,IT,Analyst,5,16135,55,23,10,6,4,2,1,19,No,9,46,17,4,3,3,33,2,No
9894,28,Male,Married,Marketing,Assistant,5,9767,36,15,1,8,2,5,2,91,Yes,2,31,14,3,4,1,37,1,Yes
2076,46,Male,Single,Finance,Assistant,3,12744,35,17,7,2,3,5,4,60,No,5,36,2,3,1,3,47,3,No
4303,41,Male,Married,Marketing,Assistant,5,16773,18,8,11,4,4,2,4,32,No,6,45,17,4,2,2,19,4,No
5823,21,Male,Divorced,IT,Analyst,3,13969,54,20,10,4,1,3,2,81,Yes,4,53,14,4,3,1,6,2,Yes
2150,51,Female,Single,Marketing,Manager,4,11070,61,28,11,0,1,2,2,98,Yes,4,45,2,1,2,3,37,3,No
145,39,Male,Divorced,Sales,Analyst,4,9613,77,20,5,9,2,2,3,92,No,2,30,3,2,1,1,1,1,No
4964,41,Male,Divorced,HR,Assistant,3,7004,25,25,2,4,3,2,4,50,No,9,37,4,1,4,1,16,4,No
8160,25,Female,Divorced,Marketing,Executive,3,15507,84,9,7,6,2,5,2,13,No,3,46,7,1,1,4,23,2,No
9031,30,Male,Single,IT,Executive,2,16711,35,16,1,0,4,5,1,98,No,1,38,4,4,1,3,28,4,No
4776,33,Male,Single,HR,Manager,1,10719,42,5,2,8,1,3,2,14,Yes,7,43,18,3,2,1,33,4,No
8934,34,Female,Single,IT,Executive,2,18703,85,23,6,9,3,3,4,38,No,5,58,3,4,2,4,40,1,No
7750,24,Male,Divorced,Marketing,Manager,3,12245,43,19,5,1,3,3,2,17,No,4,40,11,1,2,2,24,3,No
9829,25,Male,Single,Sales,Assistant,4,10469,74,5,4,1,3,4,4,92,No,6,58,18,4,2,4,35,1,No
9215,36,Male,Single,Sales,Manager,2,8697,43,1,9,2,3,3,4,36,Yes,6,32,4,4,4,1,15,3,No
6061,44,Female,Single,HR,Analyst,5,6984,95,7,2,3,2,5,2,80,No,7,53,8,3,3,1,28,2,No
9476,38,Female,Married,Marketing,Manager,2,3045,48,29,11,4,2,2,1,9,No,9,57,16,4,3,2,32,3,No
6410,48,Female,Married,Sales,Assistant,2,13866,99,4,13,1,2,2,2,68,Yes,5,42,13,1,4,2,21,2,No
3318,54,Female,Single,Sales,Executive,4,8933,90,24,1,8,2,2,4,42,No,2,55,8,3,1,2,36,1,Yes
7465,32,Male,Single,Marketing,Assistant,5,17719,35,6,7,6,2,4,1,52,No,2,44,9,2,3,4,4,1,Yes
3062,47,Male,Married,IT,Assistant,2,13485,66,4,5,6,3,4,1,59,No,8,42,13,4,3,1,3,4,No
1356,45,Female,Married,Finance,Analyst,4,8878,87,10,8,5,1,3,3,98,No,8,58,19,1,2,4,43,3,No
4515,36,Female,Single,Finance,Analyst,3,15852,50,10,5,6,4,3,3,26,No,6,37,5,3,2,1,33,4,No
5506,30,Female,Married,Finance,Executive,4,15260,97,14,9,8,1,2,3,11,No,3,45,0,1,4,4,7,4,No
5251,54,Male,Single,Sales,Assistant,5,13279,32,7,1,9,1,2,3,18,Yes,1,46,15,2,4,1,24,2,Yes
4512,32,Female,Married,Finance,Executive,2,7832,30,7,1,7,1,1,2,9,No,4,33,15,3,3,4,11,3,No
1731,42,Male,Single,Finance,Manager,5,11323,43,22,5,9,4,3,2,59,No,6,50,18,3,2,3,38,2,Yes
1759,33,Male,Divorced,Sales,Assistant,3,8911,33,9,10,5,2,2,4,22,Yes,9,42,15,4,2,4,22,3,No
6651,23,Female,Divorced,Sales,Assistant,3,15354,91,19,14,7,2,4,2,16,No,2,53,2,4,1,2,46,4,Yes
6647,23,Female,Divorced,Finance,Analyst,1,19490,62,14,3,3,4,3,3,77,No,3,50,4,4,1,1,12,3,No
9861,37,Male,Divorced,Finance,Manager,5,14418,52,22,13,4,2,4,2,50,No,8,54,15,3,4,4,47,2,No
4140,28,Male,Single,Marketing,Assistant,5,12494,76,12,13,8,2,4,3,92,No,4,49,2,2,3,4,46,2,No
9394,22,Female,Single,IT,Assistant,4,12993,92,12,10,9,3,4,4,37,No,8,41,2,3,1,2,5,1,No
5124,52,Male,Single,Marketing,Analyst,3,9276,74,8,8,0,3,4,1,25,Yes,7,36,12,3,2,1,1,1,No
1,58,Male,Single,Finance,Manager,5,7332,81,24,12,3,1,3,2,74,No,9,48,16,4,1,1,49,3,No
1865,29,Male,Married,Sales,Executive,2,7874,58,1,11,0,3,5,2,24,No,5,45,3,4,1,3,19,3,No
544,23,Female,Married,IT,Manager,2,4597,97,23,13,1,3,3,3,94,No,6,39,19,1,4,4,9,2,No
350,41,Female,Divorced,Sales,Assistant,2,3201,27,22,3,7,1,5,3,13,No,7,38,10,4,2,1,31,2,No
6907,28,Male,Divorced,HR,Manager,5,13229,54,4,12,3,1,2,2,7,No,6,50,11,1,3,3,6,2,No
9766,24,Male,Single,Finance,Executive,2,11851,71,9,7,1,1,1,1,80,No,8,39,3,4,2,1,7,2,No
2524,28,Male,Single,Sales,Executive,4,17565,63,13,10,1,3,4,1,97,No,5,52,10,3,2,2,34,1,No
3465,51,Male,Married,HR,Analyst,2,15630,94,22,5,3,4,3,4,53,Yes,3,58,4,1,4,3,29,2,No
458,53,Female,Married,Finance,Assistant,3,6396,39,3,4,1,1,4,4,90,Yes,1,59,12,4,3,2,21,2,No
3024,30,Male,Married,Sales,Assistant,2,19674,66,23,12,7,4,4,4,27,Yes,5,46,12,1,4,3,36,3,No
7262,28,Female,Divorced,Marketing,Manager,4,8506,98,5,8,6,3,2,4,92,Yes,7,34,16,1,1,4,31,3,No
9516,41,Female,Married,Sales,Analyst,2,19257,16,8,13,9,2,1,4,70,No,9,34,4,3,3,3,39,2,No
7873,32,Male,Divorced,Marketing,Analyst,1,14572,45,26,13,2,1,1,4,20,No,4,43,17,1,3,2,1,3,No
6626,28,Female,Married,Marketing,Assistant,5,5389,76,13,3,1,2,1,4,58,No,3,37,9,3,3,2,28,4,No
2535,37,Female,Married,Marketing,Analyst,5,15853,46,13,4,1,2,4,2,12,No,7,51,7,2,2,2,4,1,No
132,58,Male,Single,Finance,Analyst,5,12605,33,27,11,6,1,1,3,13,No,6,41,10,4,1,4,39,2,No
3705,20,Female,Divorced,IT,Executive,2,11963,52,7,6,3,2,2,3,89,No,3,43,10,2,3,3,45,1,No
1373,32,Male,Single,Finance,Executive,4,5706,94,5,9,7,1,5,1,97,Yes,1,58,14,2,3,2,13,2,No
6201,38,Female,Single,IT,Assistant,2,8596,60,18,1,6,4,1,4,13,Yes,2,56,7,4,4,3,8,4,No
4857,23,Male,Married,Finance,Assistant,4,3435,87,8,5,6,3,2,3,65,No,6,36,13,3,4,1,40,4,No
4713,47,Male,Divorced,Sales,Executive,3,19465,73,24,7,4,4,4,1,4,Yes,9,32,5,4,1,1,1,2,No
5545,20,Male,Divorced,IT,Manager,2,3988,54,10,6,0,4,1,3,46,No,4,34,18,2,4,4,28,4,Yes
1414,59,Male,Divorced,IT,Executive,4,13651,70,19,14,9,2,4,1,8,Yes,7,41,5,3,3,2,9,3,No
4114,23,Male,Divorced,Marketing,Manager,3,14431,31,12,7,7,3,4,2,47,No,7,36,3,2,1,4,42,4,Yes
656,40,Female,Single,IT,Manager,2,16654,93,1,3,9,4,2,4,37,Yes,8,50,6,1,1,2,23,2,No
8138,30,Female,Divorced,Sales,Executive,4,8617,46,6,13,1,1,4,1,33,No,6,46,16,1,2,2,17,4,No
4099,55,Male,Married,HR,Manager,1,15880,98,10,11,0,3,2,2,49,No,4,47,13,2,1,1,1,2,No
593,27,Female,Divorced,IT,Assistant,1,10309,83,2,2,8,3,2,3,47,Yes,1,35,19,3,3,2,49,1,No
8709,33,Female,Married,HR,Executive,5,15337,37,15,14,4,4,3,2,66,No,8,51,19,3,3,2,28,4,No
3124,36,Female,Divorced,HR,Analyst,2,5940,77,7,8,8,2,5,4,80,Yes,4,30,17,2,1,3,48,1,No
3048,56,Male,Single,Marketing,Manager,2,10317,94,18,7,1,4,3,2,40,Yes,8,53,17,1,2,4,2,2,No
3888,28,Female,Single,HR,Analyst,1,4602,63,19,8,9,2,4,4,58,No,1,44,10,1,3,3,43,1,No
5736,48,Male,Divorced,IT,Assistant,1,14775,58,25,12,6,2,4,4,4,Yes,5,33,18,2,2,1,49,2,No
2185,55,Male,Single,Sales,Manager,2,19853,94,21,4,8,1,4,3,54,No,2,58,8,2,3,1,20,1,No
2146,39,Male,Single,HR,Executive,3,4629,95,14,7,9,3,3,4,85,No,4,34,4,2,2,1,1,3,No
7048,58,Female,Single,Marketing,Manager,2,14440,53,13,5,5,3,1,3,69,Yes,1,59,6,4,1,1,42,1,No
3106,30,Female,Single,IT,Assistant,5,11859,48,8,11,5,2,3,2,94,Yes,8,30,1,1,3,3,47,2,Yes
9234,35,Female,Single,HR,Analyst,2,19039,81,4,7,5,2,3,4,3,Yes,9,55,4,3,1,3,34,1,No
9097,36,Male,Married,Sales,Assistant,3,17542,41,19,12,9,3,5,2,55,No,7,44,7,1,1,4,40,3,No
2770,33,Female,Single,Marketing,Analyst,4,4222,16,5,8,3,2,2,4,60,Yes,1,58,13,2,2,2,2,1,No
5222,47,Male,Divorced,Marketing,Assistant,2,11981,74,14,9,4,2,1,3,17,Yes,7,35,1,3,3,1,47,3,No
5834,56,Female,Divorced,IT,Analyst,1,5155,17,15,5,4,2,3,3,80,No,4,52,0,1,1,4,26,2,No
1733,30,Male,Single,Finance,Manager,2,13301,97,24,3,8,3,5,2,34,No,7,40,14,2,4,4,5,4,No
266,40,Male,Divorced,Sales,Analyst,1,4397,22,21,12,1,2,4,1,7,No,7,30,17,1,3,3,32,3,No
5145,42,Male,Married,IT,Executive,2,14299,32,13,5,9,1,2,4,24,No,1,36,6,3,1,3,9,1,Yes
8268,30,Female,Single,IT,Executive,4,18004,76,8,3,7,2,2,2,2,No,8,36,7,1,3,3,6,1,Yes
3938,34,Male,Married,Marketing,Manager,5,14675,45,29,14,3,4,1,2,82,Yes,1,39,6,2,2,4,23,3,No
762,45,Female,Single,Finance,Manager,3,6258,39,21,11,7,2,3,3,17,Yes,5,58,11,4,1,4,48,2,No
7221,32,Male,Single,Finance,Assistant,3,3077,55,10,10,2,3,5,1,52,No,5,56,10,3,4,1,44,2,No
8440,50,Male,Married,Marketing,Assistant,3,16306,30,15,4,4,1,5,4,4,No,1,57,16,1,1,3,49,2,No
3258,51,Male,Divorced,IT,Analyst,4,5074,91,16,5,1,4,2,1,3,Yes,1,45,11,1,2,1,8,3,No
4339,59,Female,Single,Marketing,Manager,4,5837,51,8,2,2,4,4,4,88,No,8,35,8,1,1,2,1,3,No
4363,50,Female,Single,Finance,Analyst,1,18168,99,5,3,1,2,4,4,51,No,4,51,12,4,4,3,3,3,No
317,42,Female,Married,Marketing,Assistant,5,3545,70,14,10,9,2,1,3,30,Yes,7,41,5,2,1,3,21,2,No
8070,25,Male,Single,Marketing,Manager,5,3438,77,13,10,4,2,3,4,53,No,4,30,17,3,2,4,12,3,No
1852,40,Male,Single,IT,Assistant,2,4855,49,20,9,6,2,2,2,54,No,7,31,0,4,3,2,40,4,No
2485,48,Female,Married,HR,Executive,1,3057,32,14,6,5,3,2,1,21,No,7,32,0,2,2,3,37,2,No
9874,52,Male,Single,Marketing,Analyst,3,7692,74,27,9,4,4,2,4,84,Yes,4,32,19,2,1,2,21,1,No
9575,24,Male,Single,Marketing,Analyst,4,12309,99,5,7,0,4,4,4,31,No,9,39,1,2,2,2,15,4,No
1079,29,Female,Married,Marketing,Analyst,2,7473,51,1,7,7,3,5,1,96,No,8,37,7,1,2,2,45,1,No
8359,51,Male,Single,Marketing,Manager,4,19551,43,26,6,6,2,3,1,23,Yes,3,45,8,3,1,1,12,4,No
7334,33,Male,Divorced,Marketing,Assistant,4,8369,23,14,1,5,3,2,2,3,No,1,31,15,1,2,4,21,4,Yes
1072,23,Male,Married,Finance,Assistant,2,15788,89,10,13,8,4,2,1,43,No,7,55,19,2,2,1,12,2,Yes
